Freq.	V(input)/I(V1)
2.95120922666638e+02	(5.99996701448485e+01dB,1.79500668040818e+02°)
3.01995172040201e+02	(5.99996545998723e+01dB,1.79489037714994e+02°)
3.09029543251358e+02	(5.99996383223436e+01dB,1.79477136527679e+02°)
3.16227766016837e+02	(5.99996212777440e+01dB,1.79464958172816e+02°)
3.23593656929628e+02	(5.99996034299288e+01dB,1.79452496197684e+02°)
3.31131121482590e+02	(5.99995847410507e+01dB,1.79439743999498e+02°)
3.38844156139202e+02	(5.99995651714790e+01dB,1.79426694821931e+02°)
3.46736850452531e+02	(5.99995446797164e+01dB,1.79413341751554e+02°)
3.54813389233575e+02	(5.99995232223104e+01dB,1.79399677714197e+02°)
3.63078054770101e+02	(5.99995007537616e+01dB,1.79385695471228e+02°)
3.71535229097172e+02	(5.99994772264273e+01dB,1.79371387615742e+02°)
3.80189396320560e+02	(5.99994525904205e+01dB,1.79356746568666e+02°)
3.89045144994280e+02	(5.99994267935043e+01dB,1.79341764574777e+02°)
3.98107170553496e+02	(5.99993997809811e+01dB,1.79326433698622e+02°)
4.07380277804112e+02	(5.99993714955770e+01dB,1.79310745820353e+02°)
4.16869383470335e+02	(5.99993418773203e+01dB,1.79294692631466e+02°)
4.26579518801592e+02	(5.99993108634147e+01dB,1.79278265630433e+02°)
4.36515832240165e+02	(5.99992783881061e+01dB,1.79261456118250e+02°)
4.46683592150962e+02	(5.99992443825437e+01dB,1.79244255193872e+02°)
4.57088189614874e+02	(5.99992087746338e+01dB,1.79226653749551e+02°)
4.67735141287197e+02	(5.99991714888878e+01dB,1.79208642466065e+02°)
4.78630092322637e+02	(5.99991324462618e+01dB,1.79190211807840e+02°)
4.89778819368445e+02	(5.99990915639897e+01dB,1.79171352017963e+02°)
5.01187233627271e+02	(5.99990487554079e+01dB,1.79152053113080e+02°)
5.12861383991364e+02	(5.99990039297721e+01dB,1.79132304878183e+02°)
5.24807460249771e+02	(5.99989569920650e+01dB,1.79112096861276e+02°)
5.37031796370251e+02	(5.99989078427957e+01dB,1.79091418367923e+02°)
5.49540873857623e+02	(5.99988563777889e+01dB,1.79070258455672e+02°)
5.62341325190348e+02	(5.99988024879646e+01dB,1.79048605928360e+02°)
5.75439937337155e+02	(5.99987460591079e+01dB,1.79026449330282e+02°)
5.88843655355587e+02	(5.99986869716269e+01dB,1.79003776940238e+02°)
6.02559586074356e+02	(5.99986251003004e+01dB,1.78980576765445e+02°)
6.16595001861481e+02	(5.99985603140127e+01dB,1.78956836535312e+02°)
6.30957344480192e+02	(5.99984924754773e+01dB,1.78932543695079e+02°)
6.45654229034654e+02	(5.99984214409459e+01dB,1.78907685399317e+02°)
6.60693448007594e+02	(5.99983470599054e+01dB,1.78882248505284e+02°)
6.76082975391980e+02	(5.99982691747599e+01dB,1.78856219566133e+02°)
6.91830970918935e+02	(5.99981876204976e+01dB,1.78829584823976e+02°)
7.07945784384136e+02	(5.99981022243427e+01dB,1.78802330202792e+02°)
7.24435960074988e+02	(5.99980128053907e+01dB,1.78774441301184e+02°)
7.41310241300916e+02	(5.99979191742266e+01dB,1.78745903384980e+02°)
7.58577575029182e+02	(5.99978211325252e+01dB,1.78716701379670e+02°)
7.76247116628690e+02	(5.99977184726330e+01dB,1.78686819862683e+02°)
7.94328234724279e+02	(5.99976109771299e+01dB,1.78656243055503e+02°)
8.12830516164097e+02	(5.99974984183715e+01dB,1.78624954815606e+02°)
8.31763771102669e+02	(5.99973805580090e+01dB,1.78592938628240e+02°)
8.51138038202374e+02	(5.99972571464867e+01dB,1.78560177598020e+02°)
8.70963589956078e+02	(5.99971279225173e+01dB,1.78526654440349e+02°)
8.91250938133743e+02	(5.99969926125307e+01dB,1.78492351472667e+02°)
9.12010839355907e+02	(5.99968509300994e+01dB,1.78457250605507e+02°)
9.33254300796988e+02	(5.99967025753346e+01dB,1.78421333333374e+02°)
9.54992586021433e+02	(5.99965472342567e+01dB,1.78384580725436e+02°)
9.77237220955808e+02	(5.99963845781344e+01dB,1.78346973416022e+02°)
9.99999999999997e+02	(5.99962142627943e+01dB,1.78308491594930e+02°)
1.02329299228075e+03	(5.99960359278980e+01dB,1.78269114997539e+02°)
1.04712854805090e+03	(5.99958491961855e+01dB,1.78228822894726e+02°)
1.07151930523760e+03	(5.99956536726834e+01dB,1.78187594082582e+02°)
1.09647819614318e+03	(5.99954489438769e+01dB,1.78145406871928e+02°)
1.12201845430196e+03	(5.99952345768424e+01dB,1.78102239077622e+02°)
1.14815362149688e+03	(5.99950101183412e+01dB,1.78058068007672e+02°)
1.17489755493953e+03	(5.99947750938698e+01dB,1.78012870452131e+02°)
1.20226443461741e+03	(5.99945290066675e+01dB,1.77966622671789e+02°)
1.23026877081238e+03	(5.99942713366772e+01dB,1.77919300386654e+02°)
1.25892541179416e+03	(5.99940015394588e+01dB,1.77870878764222e+02°)
1.28824955169313e+03	(5.99937190450523e+01dB,1.77821332407538e+02°)
1.31825673855640e+03	(5.99934232567879e+01dB,1.77770635343036e+02°)
1.34896288259165e+03	(5.99931135500426e+01dB,1.77718761008180e+02°)
1.38038426460288e+03	(5.99927892709382e+01dB,1.77665682238879e+02°)
1.41253754462275e+03	(5.99924497349803e+01dB,1.77611371256700e+02°)
1.44543977074592e+03	(5.99920942256347e+01dB,1.77555799655862e+02°)
1.47910838816820e+03	(5.99917219928384e+01dB,1.77498938390023e+02°)
1.51356124843620e+03	(5.99913322514428e+01dB,1.77440757758859e+02°)
1.54881661891248e+03	(5.99909241795848e+01dB,1.77381227394436e+02°)
1.58489319246111e+03	(5.99904969169851e+01dB,1.77320316247373e+02°)
1.62181009735892e+03	(5.99900495631675e+01dB,1.77257992572813e+02°)
1.65958690743755e+03	(5.99895811755982e+01dB,1.77194223916189e+02°)
1.69824365246174e+03	(5.99890907677396e+01dB,1.77128977098800e+02°)
1.73780082874937e+03	(5.99885773070172e+01dB,1.77062218203203e+02°)
1.77827941003892e+03	(5.99880397126933e+01dB,1.76993912558414e+02°)
1.81970085860998e+03	(5.99874768536450e+01dB,1.76924024724950e+02°)
1.86208713666286e+03	(5.99868875460428e+01dB,1.76852518479685e+02°)
1.90546071796324e+03	(5.99862705509236e+01dB,1.76779356800564e+02°)
1.94984459975804e+03	(5.99856245716561e+01dB,1.76704501851162e+02°)
1.99526231496887e+03	(5.99849482512913e+01dB,1.76627914965101e+02°)
2.04173794466952e+03	(5.99842401697965e+01dB,1.76549556630354e+02°)
2.08929613085403e+03	(5.99834988411645e+01dB,1.76469386473421e+02°)
2.13796208950222e+03	(5.99827227103955e+01dB,1.76387363243426e+02°)
2.18776162394954e+03	(5.99819101503451e+01dB,1.76303444796117e+02°)
2.23872113856833e+03	(5.99810594584331e+01dB,1.76217588077816e+02°)
2.29086765276776e+03	(5.99801688532079e+01dB,1.76129749109318e+02°)
2.34422881531991e+03	(5.99792364707599e+01dB,1.76039882969776e+02°)
2.39883291901948e+03	(5.99782603609788e+01dB,1.75947943780579e+02°)
2.45470891568502e+03	(5.99772384836473e+01dB,1.75853884689272e+02°)
2.51188643150957e+03	(5.99761687043666e+01dB,1.75757657853520e+02°)
2.57039578276885e+03	(5.99750487903054e+01dB,1.75659214425165e+02°)
2.63026799189537e+03	(5.99738764057664e+01dB,1.75558504534402e+02°)
2.69153480392690e+03	(5.99726491075637e+01dB,1.75455477274115e+02°)
2.75422870333815e+03	(5.99713643402033e+01dB,1.75350080684397e+02°)
2.81838293126444e+03	(5.99700194308597e+01dB,1.75242261737322e+02°)
2.88403150312659e+03	(5.99686115841414e+01dB,1.75131966321985e+02°)
2.95120922666637e+03	(5.99671378766373e+01dB,1.75019139229885e+02°)
3.01995172040200e+03	(5.99655952512367e+01dB,1.74903724140683e+02°)
3.09029543251358e+03	(5.99639805112145e+01dB,1.74785663608406e+02°)
3.16227766016836e+03	(5.99622903140745e+01dB,1.74664899048149e+02°)
3.23593656929627e+03	(5.99605211651410e+01dB,1.74541370723350e+02°)
3.31131121482590e+03	(5.99586694108935e+01dB,1.74415017733694e+02°)
3.38844156139201e+03	(5.99567312320327e+01dB,1.74285778003739e+02°)
3.46736850452530e+03	(5.99547026362725e+01dB,1.74153588272329e+02°)
3.54813389233574e+03	(5.99525794508485e+01dB,1.74018384082886e+02°)
3.63078054770100e+03	(5.99503573147346e+01dB,1.73880099774687e+02°)
3.71535229097171e+03	(5.99480316705601e+01dB,1.73738668475190e+02°)
3.80189396320559e+03	(5.99455977562190e+01dB,1.73594022093559e+02°)
3.89045144994279e+03	(5.99430505961643e+01dB,1.73446091315461e+02°)
3.98107170553495e+03	(5.99403849923780e+01dB,1.73294805599280e+02°)
4.07380277804111e+03	(5.99375955150119e+01dB,1.73140093173860e+02°)
4.16869383470333e+03	(5.99346764926891e+01dB,1.72981881037920e+02°)
4.26579518801591e+03	(5.99316220024629e+01dB,1.72820094961287e+02°)
4.36515832240164e+03	(5.99284258594243e+01dB,1.72654659488084e+02°)
4.46683592150961e+03	(5.99250816059530e+01dB,1.72485497942051e+02°)
4.57088189614873e+03	(5.99215825006087e+01dB,1.72312532434165e+02°)
4.67735141287196e+03	(5.99179215066561e+01dB,1.72135683872731e+02°)
4.78630092322636e+03	(5.99140912802216e+01dB,1.71954871976142e+02°)
4.89778819368444e+03	(5.99100841580792e+01dB,1.71770015288509e+02°)
5.01187233627270e+03	(5.99058921450647e+01dB,1.71581031198366e+02°)
5.12861383991362e+03	(5.99015069011169e+01dB,1.71387835960680e+02°)
5.24807460249770e+03	(5.98969197279490e+01dB,1.71190344722390e+02°)
5.37031796370250e+03	(5.98921215553523e+01dB,1.70988471551733e+02°)
5.49540873857622e+03	(5.98871029271367e+01dB,1.70782129471590e+02°)
5.62341325190346e+03	(5.98818539867159e+01dB,1.70571230497148e+02°)
5.75439937337154e+03	(5.98763644623443e+01dB,1.70355685678138e+02°)
5.88843655355586e+03	(5.98706236520197e+01dB,1.70135405145935e+02°)
6.02559586074354e+03	(5.98646204080620e+01dB,1.69910298165846e+02°)
6.16595001861479e+03	(5.98583431213881e+01dB,1.69680273194868e+02°)
6.30957344480190e+03	(5.98517797055001e+01dB,1.69445237945263e+02°)
6.45654229034652e+03	(5.98449175802121e+01dB,1.69205099454273e+02°)
6.60693448007592e+03	(5.98377436551400e+01dB,1.68959764160315e+02°)
6.76082975391978e+03	(5.98302443129877e+01dB,1.68709137986013e+02°)
6.91830970918932e+03	(5.98224053926621e+01dB,1.68453126428431e+02°)
7.07945784384134e+03	(5.98142121722589e+01dB,1.68191634656853e+02°)
7.24435960074986e+03	(5.98056493519613e+01dB,1.67924567618507e+02°)
7.41310241300913e+03	(5.97967010369033e+01dB,1.67651830152584e+02°)
7.58577575029179e+03	(5.97873507200513e+01dB,1.67373327112944e+02°)
7.76247116628687e+03	(5.97775812651661e+01dB,1.67088963499868e+02°)
7.94328234724277e+03	(5.97673748899128e+01dB,1.66798644601248e+02°)
8.12830516164094e+03	(5.97567131491913e+01dB,1.66502276143559e+02°)
8.31763771102666e+03	(5.97455769187700e+01dB,1.66199764452985e+02°)
8.51138038202371e+03	(5.97339463793096e+01dB,1.65891016627035e+02°)
8.70963589956075e+03	(5.97218010008733e+01dB,1.65575940716978e+02°)
8.91250938133740e+03	(5.97091195280264e+01dB,1.65254445921403e+02°)
9.12010839355904e+03	(5.96958799656367e+01dB,1.64926442791190e+02°)
9.33254300796985e+03	(5.96820595654963e+01dB,1.64591843446125e+02°)
9.54992586021430e+03	(5.96676348138908e+01dB,1.64250561803397e+02°)
9.77237220955804e+03	(5.96525814202545e+01dB,1.63902513818123e+02°)
9.99999999999993e+03	(5.96368743070553e+01dB,1.63547617736044e+02°)
1.02329299228075e+04	(5.96204876010616e+01dB,1.63185794358435e+02°)
1.04712854805089e+04	(5.96033946261558e+01dB,1.62816967319262e+02°)
1.07151930523760e+04	(5.95855678978592e+01dB,1.62441063374487e+02°)
1.09647819614318e+04	(5.95669791197501e+01dB,1.62058012703397e+02°)
1.12201845430196e+04	(5.95475991819548e+01dB,1.61667749221713e+02°)
1.14815362149688e+04	(5.95273981619058e+01dB,1.61270210906152e+02°)
1.17489755493952e+04	(5.95063453275599e+01dB,1.60865340130013e+02°)
1.20226443461740e+04	(5.94844091432790e+01dB,1.60453084009238e+02°)
1.23026877081237e+04	(5.94615572785778e+01dB,1.60033394758279e+02°)
1.25892541179416e+04	(5.94377566199430e+01dB,1.59606230054985e+02°)
1.28824955169313e+04	(5.94129732859326e+01dB,1.59171553413562e+02°)
1.31825673855640e+04	(5.93871726457606e+01dB,1.58729334564538e+02°)
1.34896288259164e+04	(5.93603193415686e+01dB,1.58279549840500e+02°)
1.38038426460288e+04	(5.93323773145838e+01dB,1.57822182566209e+02°)
1.41253754462274e+04	(5.93033098353504e+01dB,1.57357223451551e+02°)
1.44543977074592e+04	(5.92730795382159e+01dB,1.56884670985603e+02°)
1.47910838816820e+04	(5.92416484602365e+01dB,1.56404531829930e+02°)
1.51356124843620e+04	(5.92089780846538e+01dB,1.55916821209062e+02°)
1.54881661891247e+04	(5.91750293890721e+01dB,1.55421563295928e+02°)
1.58489319246110e+04	(5.91397628984445e+01dB,1.54918791589876e+02°)
1.62181009735892e+04	(5.91031387429528e+01dB,1.54408549284737e+02°)
1.65958690743755e+04	(5.90651167208311e+01dB,1.53890889624252e+02°)
1.69824365246173e+04	(5.90256563661566e+01dB,1.53365876242063e+02°)
1.73780082874936e+04	(5.89847170215906e+01dB,1.52833583483313e+02°)
1.77827941003891e+04	(5.89422579160153e+01dB,1.52294096704856e+02°)
1.81970085860997e+04	(5.88982382469695e+01dB,1.51747512550951e+02°)
1.86208713666285e+04	(5.88526172677402e+01dB,1.51193939201297e+02°)
1.90546071796323e+04	(5.88053543789206e+01dB,1.50633496588233e+02°)
1.94984459975803e+04	(5.87564092241927e+01dB,1.50066316579926e+02°)
1.99526231496887e+04	(5.87057417900448e+01dB,1.49492543126447e+02°)
2.04173794466951e+04	(5.86533125090775e+01dB,1.48912332365677e+02°)
2.08929613085402e+04	(5.85990823665016e+01dB,1.48325852686142e+02°)
2.13796208950222e+04	(5.85430130093780e+01dB,1.47733284744023e+02°)
2.18776162394954e+04	(5.84850668580966e+01dB,1.47134821431790e+02°)
2.23872113856832e+04	(5.84252072195428e+01dB,1.46530667796182e+02°)
2.29086765276776e+04	(5.83633984013534e+01dB,1.45921040903525e+02°)
2.34422881531990e+04	(5.82996058266184e+01dB,1.45306169650719e+02°)
2.39883291901947e+04	(5.82337961483491e+01dB,1.44686294520623e+02°)
2.45470891568501e+04	(5.81659373629975e+01dB,1.44061667280954e+02°)
2.51188643150956e+04	(5.80959989222856e+01dB,1.43432550626274e+02°)
2.57039578276884e+04	(5.80239518425852e+01dB,1.42799217763135e+02°)
2.63026799189536e+04	(5.79497688110725e+01dB,1.42161951938909e+02°)
2.69153480392689e+04	(5.78734242878846e+01dB,1.41521045915404e+02°)
2.75422870333814e+04	(5.77948946035041e+01dB,1.40876801388851e+02°)
2.81838293126443e+04	(5.77141580506189e+01dB,1.40229528358417e+02°)
2.88403150312658e+04	(5.76311949697232e+01dB,1.39579544445890e+02°)
2.95120922666636e+04	(5.75459878277653e+01dB,1.38927174169741e+02°)
3.01995172040199e+04	(5.74585212891865e+01dB,1.38272748177227e+02°)
3.09029543251357e+04	(5.73687822787511e+01dB,1.37616602438678e+02°)
3.16227766016835e+04	(5.72767600356288e+01dB,1.36959077408547e+02°)
3.23593656929626e+04	(5.71824461582564e+01dB,1.36300517158165e+02°)
3.31131121482588e+04	(5.70858346395863e+01dB,1.35641268485486e+02°)
3.38844156139200e+04	(5.69869218924082e+01dB,1.34981680007374e+02°)
3.46736850452529e+04	(5.68857067645175e+01dB,1.34322101240188e+02°)
3.54813389233573e+04	(5.67821905435951e+01dB,1.33662881674565e+02°)
3.63078054770098e+04	(5.66763769517542e+01dB,1.33004369850371e+02°)
3.71535229097169e+04	(5.65682721298033e+01dB,1.32346912437783e+02°)
3.80189396320558e+04	(5.64578846113666e+01dB,1.31690853330396e+02°)
3.89045144994277e+04	(5.63452252870925e+01dB,1.31036532756100e+02°)
3.98107170553494e+04	(5.62303073592682e+01dB,1.30384286411275e+02°)
4.07380277804109e+04	(5.61131462872393e+01dB,1.29734444623556e+02°)
4.16869383470332e+04	(5.59937597241083e+01dB,1.29087331548110e+02°)
4.26579518801589e+04	(5.58721674452568e+01dB,1.28443264401961e+02°)
4.36515832240162e+04	(5.57483912692948e+01dB,1.27802552740492e+02°)
4.46683592150959e+04	(5.56224549720919e+01dB,1.27165497779771e+02°)
4.57088189614871e+04	(5.54943841945928e+01dB,1.26532391767852e+02°)
4.67735141287194e+04	(5.53642063451461e+01dB,1.25903517407689e+02°)
4.78630092322634e+04	(5.52319504971070e+01dB,1.25279147333786e+02°)
4.89778819368442e+04	(5.50976472824817e+01dB,1.24659543644131e+02°)
5.01187233627268e+04	(5.49613287823922e+01dB,1.24044957488484e+02°)
5.12861383991360e+04	(5.48230284151332e+01dB,1.23435628713532e+02°)
5.24807460249768e+04	(5.46827808225806e+01dB,1.22831785564944e+02°)
5.37031796370248e+04	(5.45406217556921e+01dB,1.22233644445861e+02°)
5.49540873857620e+04	(5.43965879598127e+01dB,1.21641409730950e+02°)
5.62341325190344e+04	(5.42507170604626e+01dB,1.21055273634689e+02°)
5.75439937337152e+04	(5.41030474502494e+01dB,1.20475416132213e+02°)
5.88843655355584e+04	(5.39536181774992e+01dB,1.19902004930702e+02°)
6.02559586074352e+04	(5.38024688371569e+01dB,1.19335195489003e+02°)
6.16595001861477e+04	(5.36496394644537e+01dB,1.18775131082934e+02°)
6.30957344480187e+04	(5.34951704317907e+01dB,1.18221942913495e+02°)
6.45654229034650e+04	(5.33391023492317e+01dB,1.17675750255087e+02°)
6.60693448007590e+04	(5.31814759689472e+01dB,1.17136660640676e+02°)
6.76082975391975e+04	(5.30223320938999e+01dB,1.16604770080783e+02°)
6.91830970918930e+04	(5.28617114910061e+01dB,1.16080163313142e+02°)
7.07945784384131e+04	(5.26996548089639e+01dB,1.15562914079837e+02°)
7.24435960074983e+04	(5.25362025008860e+01dB,1.15053085428781e+02°)
7.41310241300911e+04	(5.23713947518324e+01dB,1.14550730036418e+02°)
7.58577575029177e+04	(5.22052714112959e+01dB,1.14055890548643e+02°)
7.76247116628685e+04	(5.20378719306531e+01dB,1.13568599937009e+02°)
7.94328234724274e+04	(5.18692353055593e+01dB,1.13088881867410e+02°)
8.12830516164092e+04	(5.16994000232308e+01dB,1.12616751078574e+02°)
8.31763771102663e+04	(5.15284040145322e+01dB,1.12152213767846e+02°)
8.51138038202369e+04	(5.13562846107575e+01dB,1.11695267981875e+02°)
8.70963589956073e+04	(5.11830785049736e+01dB,1.11245904010004e+02°)
8.91250938133737e+04	(5.10088217177754e+01dB,1.10804104778323e+02°)
9.12010839355901e+04	(5.08335495672853e+01dB,1.10369846242507e+02°)
9.33254300796982e+04	(5.06572966432161e+01dB,1.09943097777725e+02°)
9.54992586021427e+04	(5.04800967848093e+01dB,1.09523822564097e+02°)
9.77237220955802e+04	(5.03019830624495e+01dB,1.09111977966290e+02°)
9.99999999999991e+04	(5.01229877627530e+01dB,1.08707515906069e+02°)
1.02329299228074e+05	(4.99431423769238e+01dB,1.08310383226695e+02°)
1.04712854805089e+05	(4.97624775921715e+01dB,1.07920522048277e+02°)
1.07151930523760e+05	(4.95810232859832e+01dB,1.07537870113258e+02°)
1.09647819614317e+05	(4.93988085230470e+01dB,1.07162361121410e+02°)
1.12201845430195e+05	(4.92158615546258e+01dB,1.06793925053764e+02°)
1.14815362149687e+05	(4.90322098201852e+01dB,1.06432488485077e+02°)
1.17489755493952e+05	(4.88478799510863e+01dB,1.06077974884494e+02°)
1.20226443461740e+05	(4.86628977761596e+01dB,1.05730304904188e+02°)
1.23026877081237e+05	(4.84772883289826e+01dB,1.05389396655828e+02°)
1.25892541179416e+05	(4.82910758566932e+01dB,1.05055165974821e+02°)
1.28824955169312e+05	(4.81042838301773e+01dB,1.04727526672318e+02°)
1.31825673855639e+05	(4.79169349554776e+01dB,1.04406390775081e+02°)
1.34896288259164e+05	(4.77290511862806e+01dB,1.04091668753300e+02°)
1.38038426460287e+05	(4.75406537373435e+01dB,1.03783269736567e+02°)
1.41253754462274e+05	(4.73517630987362e+01dB,1.03481101718202e+02°)
1.44543977074591e+05	(4.71623990507767e+01dB,1.03185071748185e+02°)
1.47910838816819e+05	(4.69725806795510e+01dB,1.02895086114987e+02°)
1.51356124843619e+05	(4.67823263929132e+01dB,1.02611050516590e+02°)
1.54881661891247e+05	(4.65916539368712e+01dB,1.02332870221043e+02°)
1.58489319246110e+05	(4.64005804122700e+01dB,1.02060450216879e+02°)
1.62181009735891e+05	(4.62091222916921e+01dB,1.01793695353773e+02°)
1.65958690743754e+05	(4.60172954365022e+01dB,1.01532510473779e+02°)
1.69824365246173e+05	(4.58251151139672e+01dB,1.01276800533548e+02°)
1.73780082874936e+05	(4.56325960143931e+01dB,1.01026470717872e+02°)
1.77827941003890e+05	(4.54397522682222e+01dB,1.00781426544959e+02°)
1.81970085860996e+05	(4.52465974630419e+01dB,1.00541573963785e+02°)
1.86208713666285e+05	(4.50531446604603e+01dB,1.00306819443915e+02°)
1.90546071796323e+05	(4.48594064128106e+01dB,1.00077070058148e+02°)
1.94984459975802e+05	(4.46653947796477e+01dB,9.98522335583422e+01°)
1.99526231496886e+05	(4.44711213440086e+01dB,9.96322184447803e+01°)
2.04173794466951e+05	(4.42765972284083e+01dB,9.94169340294110e+01°)
2.08929613085402e+05	(4.40818331105490e+01dB,9.92062904932995e+01°)
2.13796208950221e+05	(4.38868392387228e+01dB,9.90001989386118e+01°)
2.18776162394953e+05	(4.36916254468921e+01dB,9.87985714354438e+01°)
2.23872113856832e+05	(4.34962011694326e+01dB,9.86013210637959e+01°)
2.29086765276775e+05	(4.33005754555291e+01dB,9.84083619509830e+01°)
2.34422881531990e+05	(4.31047569832147e+01dB,9.82196093047580e+01°)
2.39883291901946e+05	(4.29087540730470e+01dB,9.80349794424155e+01°)
2.45470891568500e+05	(4.27125747014163e+01dB,9.78543898161312e+01°)
2.51188643150955e+05	(4.25162265134832e+01dB,9.76777590347801e+01°)
2.57039578276884e+05	(4.23197168357443e+01dB,9.75050068824671e+01°)
2.63026799189535e+05	(4.21230526882255e+01dB,9.73360543339902e+01°)
2.69153480392689e+05	(4.19262407963047e+01dB,9.71708235674480e+01°)
2.75422870333814e+05	(4.17292876021662e+01dB,9.70092379741905e+01°)
2.81838293126442e+05	(4.15321992758897e+01dB,9.68512221663037e+01°)
2.88403150312657e+05	(4.13349817261792e+01dB,9.66967019818070e+01°)
2.95120922666635e+05	(4.11376406107352e+01dB,9.65456044877335e+01°)
3.01995172040198e+05	(4.09401813462781e+01dB,9.63978579812539e+01°)
3.09029543251356e+05	(4.07426091182259e+01dB,9.62533919889948e+01°)
3.16227766016834e+05	(4.05449288900365e+01dB,9.61121372646965e+01°)
3.23593656929625e+05	(4.03471454122180e+01dB,9.59740257853410e+01°)
3.31131121482587e+05	(4.01492632310181e+01dB,9.58389907458811e+01°)
3.38844156139199e+05	(3.99512866967966e+01dB,9.57069665526864e+01°)
3.46736850452528e+05	(3.97532199720919e+01dB,9.55778888158199e+01°)
3.54813389233571e+05	(3.95550670393875e+01dB,9.54516943402487e+01°)
3.63078054770097e+05	(3.93568317085879e+01dB,9.53283211160881e+01°)
3.71535229097168e+05	(3.91585176242114e+01dB,9.52077083079706e+01°)
3.80189396320557e+05	(3.89601282723082e+01dB,9.50897962436255e+01°)
3.89045144994276e+05	(3.87616669871120e+01dB,9.49745264017506e+01°)
3.98107170553493e+05	(3.85631369574337e+01dB,9.48618413992498e+01°)
4.07380277804108e+05	(3.83645412328048e+01dB,9.47516849779079e+01°)
4.16869383470331e+05	(3.81658827293785e+01dB,9.46440019905663e+01°)
4.26579518801588e+05	(3.79671642355974e+01dB,9.45387383868625e+01°)
4.36515832240161e+05	(3.77683884176345e+01dB,9.44358411985877e+01°)
4.46683592150958e+05	(3.75695578246157e+01dB,9.43352585247162e+01°)
4.57088189614870e+05	(3.73706748936320e+01dB,9.42369395161558e+01°)
