Freq.	mag(V(input)/I(R1))
1.62181009735891e+006	4.45954723110312e+002,0.00000000000000e+000
1.65958690743754e+006	4.43804485402375e+002,0.00000000000000e+000
1.69824365246172e+006	4.41585924073597e+002,0.00000000000000e+000
1.73780082874935e+006	4.39298106843346e+002,0.00000000000000e+000
1.77827941003890e+006	4.36940181683869e+002,0.00000000000000e+000
1.81970085860996e+006	4.34511383587055e+002,0.00000000000000e+000
1.86208713666284e+006	4.32011041309094e+002,0.00000000000000e+000
1.90546071796322e+006	4.29438584044106e+002,0.00000000000000e+000
1.94984459975802e+006	4.26793547974395e+002,0.00000000000000e+000
1.99526231496885e+006	4.24075582642868e+002,0.00000000000000e+000
2.04173794466950e+006	4.21284457090316e+002,0.00000000000000e+000
2.08929613085401e+006	4.18420065699825e+002,0.00000000000000e+000
2.13796208950220e+006	4.15482433687476e+002,0.00000000000000e+000
2.18776162394952e+006	4.12471722181031e+002,0.00000000000000e+000
2.23872113856831e+006	4.09388232825968e+002,0.00000000000000e+000
2.29086765276774e+006	4.06232411861724e+002,0.00000000000000e+000
2.34422881531989e+006	4.03004853611282e+002,0.00000000000000e+000
2.39883291901946e+006	3.99706303332397e+002,0.00000000000000e+000
2.45470891568499e+006	3.96337659380117e+002,0.00000000000000e+000
2.51188643150954e+006	3.92899974637579e+002,0.00000000000000e+000
2.57039578276883e+006	3.89394457175303e+002,0.00000000000000e+000
2.63026799189534e+006	3.85822470107757e+002,0.00000000000000e+000
2.69153480392688e+006	3.82185530621359e+002,0.00000000000000e+000
2.75422870333813e+006	3.78485308157159e+002,0.00000000000000e+000
2.81838293126441e+006	3.74723621738556e+002,0.00000000000000e+000
2.88403150312656e+006	3.70902436443928e+002,0.00000000000000e+000
2.95120922666634e+006	3.67023859033303e+002,0.00000000000000e+000
3.01995172040197e+006	3.63090132745680e+002,0.00000000000000e+000
3.09029543251354e+006	3.59103631294697e+002,0.00000000000000e+000
3.16227766016833e+006	3.55066852097844e+002,0.00000000000000e+000
3.23593656929623e+006	3.50982408783099e+002,0.00000000000000e+000
3.31131121482586e+006	3.46853023025342e+002,0.00000000000000e+000
3.38844156139197e+006	3.42681515772465e+002,0.00000000000000e+000
3.46736850452526e+006	3.38470797925941e+002,0.00000000000000e+000
3.54813389233570e+006	3.34223860548900e+002,0.00000000000000e+000
3.63078054770096e+006	3.29943764677517e+002,0.00000000000000e+000
3.71535229097167e+006	3.25633630815414e+002,0.00000000000000e+000
3.80189396320555e+006	3.21296628194641e+002,0.00000000000000e+000
3.89045144994275e+006	3.16935963885959e+002,0.00000000000000e+000
3.98107170553491e+006	3.12554871843478e+002,0.00000000000000e+000
4.07380277804106e+006	3.08156601966007e+002,0.00000000000000e+000
4.16869383470329e+006	3.03744409257642e+002,0.00000000000000e+000
4.26579518801586e+006	2.99321543163959e+002,0.00000000000000e+000
4.36515832240159e+006	2.94891237159461e+002,0.00000000000000e+000
4.46683592150956e+006	2.90456698655062e+002,0.00000000000000e+000
4.57088189614868e+006	2.86021099289903e+002,0.00000000000000e+000
4.67735141287191e+006	2.81587565664403e+002,0.00000000000000e+000
4.78630092322631e+006	2.77159170566791e+002,0.00000000000000e+000
4.89778819368438e+006	2.72738924736822e+002,0.00000000000000e+000
5.01187233627264e+006	2.68329769203277e+002,0.00000000000000e+000
5.12861383991357e+006	2.63934568226347e+002,0.00000000000000e+000
5.24807460249764e+006	2.59556102866064e+002,0.00000000000000e+000
5.37031796370244e+006	2.55197065193200e+002,0.00000000000000e+000
5.49540873857616e+006	2.50860053151014e+002,0.00000000000000e+000
5.62341325190340e+006	2.46547566070360e+002,0.00000000000000e+000
5.75439937337148e+006	2.42262000834054e+002,0.00000000000000e+000
5.88843655355579e+006	2.38005648680600e+002,0.00000000000000e+000
6.02559586074348e+006	2.33780692633455e+002,0.00000000000000e+000
6.16595001861472e+006	2.29589205536110e+002,0.00000000000000e+000
6.30957344480183e+006	2.25433148669626e+002,0.00000000000000e+000
6.45654229034645e+006	2.21314370926469e+002,0.00000000000000e+000
6.60693448007585e+006	2.17234608510977e+002,0.00000000000000e+000
6.76082975391971e+006	2.13195485134070e+002,0.00000000000000e+000
6.91830970918925e+006	2.09198512670317e+002,0.00000000000000e+000
7.07945784384126e+006	2.05245092239839e+002,0.00000000000000e+000
7.24435960074978e+006	2.01336515683110e+002,0.00000000000000e+000
7.41310241300905e+006	1.97473967388940e+002,0.00000000000000e+000
7.58577575029171e+006	1.93658526443567e+002,0.00000000000000e+000
7.76247116628679e+006	1.89891169062631e+002,0.00000000000000e+000
7.94328234724268e+006	1.86172771273238e+002,0.00000000000000e+000
8.12830516164086e+006	1.82504111812246e+002,0.00000000000000e+000
8.31763771102657e+006	1.78885875207883e+002,0.00000000000000e+000
8.51138038202362e+006	1.75318655015127e+002,0.00000000000000e+000
8.70963589956066e+006	1.71802957174678e+002,0.00000000000000e+000
8.91250938133731e+006	1.68339203468612e+002,0.00000000000000e+000
9.12010839355894e+006	1.64927735046880e+002,0.00000000000000e+000
9.33254300796975e+006	1.61568816001572e+002,0.00000000000000e+000
9.54992586021420e+006	1.58262636965633e+002,0.00000000000000e+000
9.77237220955794e+006	1.55009318717486e+002,0.00000000000000e+000
9.99999999999983e+006	1.51808915772976e+002,0.00000000000000e+000
1.02329299228074e+007	1.48661419947544e+002,0.00000000000000e+000
1.04712854805088e+007	1.45566763875491e+002,0.00000000000000e+000
1.07151930523759e+007	1.42524824471855e+002,0.00000000000000e+000
1.09647819614317e+007	1.39535426326870e+002,0.00000000000000e+000
1.12201845430194e+007	1.36598345022961e+002,0.00000000000000e+000
1.14815362149686e+007	1.33713310365200e+002,0.00000000000000e+000
1.17489755493951e+007	1.30880009519531e+002,0.00000000000000e+000
1.20226443461739e+007	1.28098090052022e+002,0.00000000000000e+000
1.23026877081236e+007	1.25367162864995e+002,0.00000000000000e+000
1.25892541179415e+007	1.22686805026673e+002,0.00000000000000e+000
1.28824955169311e+007	1.20056562491511e+002,0.00000000000000e+000
1.31825673855638e+007	1.17475952709593e+002,0.00000000000000e+000
1.34896288259163e+007	1.14944467124420e+002,0.00000000000000e+000
1.38038426460286e+007	1.12461573558526e+002,0.00000000000000e+000
1.41253754462273e+007	1.10026718488193e+002,0.00000000000000e+000
1.44543977074590e+007	1.07639329206790e+002,0.00000000000000e+000
1.47910838816818e+007	1.05298815880028e+002,0.00000000000000e+000
1.51356124843618e+007	1.03004573493330e+002,0.00000000000000e+000
1.54881661891245e+007	1.00755983694718e+002,0.00000000000000e+000
1.58489319246109e+007	9.85524165353431e+001,0.00000000000000e+000
1.62181009735890e+007	9.63932321102252e+001,0.00000000000000e+000
1.65958690743753e+007	9.42777821025745e+001,0.00000000000000e+000
1.69824365246171e+007	9.22054112345575e+001,0.00000000000000e+000
1.73780082874934e+007	9.01754586281521e+001,0.00000000000000e+000
1.77827941003889e+007	8.81872590785705e+001,0.00000000000000e+000
1.81970085860995e+007	8.62401442450138e+001,0.00000000000000e+000
1.86208713666283e+007	8.43334437608423e+001,0.00000000000000e+000
1.90546071796321e+007	8.24664862673666e+001,0.00000000000000e+000
1.94984459975801e+007	8.06386003746588e+001,0.00000000000000e+000
1.99526231496884e+007	7.88491155524123e+001,0.00000000000000e+000
2.04173794466949e+007	7.70973629545989e+001,0.00000000000000e+000
2.08929613085400e+007	7.53826761808621e+001,0.00000000000000e+000
2.13796208950219e+007	7.37043919780471e+001,0.00000000000000e+000
2.18776162394951e+007	7.20618508851566e+001,0.00000000000000e+000
2.23872113856830e+007	7.04543978243492e+001,0.00000000000000e+000
2.29086765276773e+007	6.88813826413410e+001,0.00000000000000e+000
2.34422881531988e+007	6.73421605978771e+001,0.00000000000000e+000
2.39883291901945e+007	6.58360928189131e+001,0.00000000000000e+000
2.45470891568499e+007	6.43625466975570e+001,0.00000000000000e+000
2.50000000000000e+007	6.32152968933993e+001,0.00000000000000e+000
